CBSA Title,County/County Equivalent,State Name,FIPS State Code,FIPS County Code,Central/Outlying County
"Yauco, PR",Guánica Municipio,Puerto Rico,72,055,Central
"Yauco, PR",Guayanilla Municipio,Puerto Rico,72,059,Central
"Yauco, PR",Peñuelas Municipio,Puerto Rico,72,111,Central
"Yauco, PR",Yauco Municipio,Puerto Rico,72,153,Central
"York-Hanover, PA",York County,Pennsylvania,42,133,Central
"Youngstown-Warren-Boardman, OH-PA",Mahoning County,Ohio,39,099,Central
"Youngstown-Warren-Boardman, OH-PA",Trumbull County,Ohio,39,155,Central
"Youngstown-Warren-Boardman, OH-PA",Mercer County,Pennsylvania,42,085,Central
"Yuba City, CA",Sutter County,California,06,101,Central
"Yuba City, CA",Yuba County,California,06,115,Central
"Yuma, AZ",Yuma County,Arizona,04,027,Central
"Zanesville, OH",Muskingum County,Ohio,39,119,Central
"Zapata, TX",Zapata County,Texas,48,505,Central
